71.29
65.63
53.39
48.72
53.33
66.26
70.00
53.72
68.49
74.40
64.34
61.00
49.06
43.55
69.84
69.25
47.31
42.47
72.79
67.11
52.03
69.86
69.18
50.85
64.19
78.69
50.64
52.65
67.24
43.24
73.83
56.41
66.46
53.43
52.56
69.75
52.63
79.81
65.23
85.24
60.62
45.90
52.72
41.02
60.25
67.15
73.50
72.77
67.90
56.63
58.46
67.33
65.21
71.24
41.40
76.67
52.47
58.95
55.30
48.03
55.79
54.28
